"municipio";"low_cost";"rotulo";"mean(precio_gasoleo_a, na.rm = TRUE)";"mean(precio_gasolina_95_e5_premium, na.rm = TRUE)";"max(precio_gasoleo_a, na.rm = TRUE)";"max(precio_gasolina_95_e5_premium, na.rm = TRUE)";"min(precio_gasoleo_a, na.rm = TRUE)";"min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Arenys de Munt";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Arévalo";FALSE;"REPSOL";1.419;NA;1.439;-Inf;1.399;Inf
"Arévalo";FALSE;"REPSOL";1.419;NA;1.439;-Inf;1.399;Inf
"Arévalo";TRUE;"VALCARCE";1.429;NA;1.429;-Inf;1.429;Inf
"Argamasilla de Alba";FALSE;"REPSOL";1.369;NA;1.369;-Inf;1.369;Inf
"Argamasilla de Alba";TRUE;"MANCHA CENTRO";1.30233333333333;NA;1.369;-Inf;1.259;Inf
"Argamasilla de Alba";TRUE;"COOP NTRA SRA PEÑARROYA";1.30233333333333;NA;1.369;-Inf;1.259;Inf
"Argamasilla de Alba";TRUE;"REPSOL E.S.MILA HERMANOS REDONDO S.L.";1.30233333333333;NA;1.369;-Inf;1.259;Inf
"Argamasilla de Calatrava";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Argamasilla de Calatrava";TRUE;"TRADILO INVERSIONES SL";1.31666666666667;NA;1.369;-Inf;1.286;Inf
"Argamasilla de Calatrava";TRUE;"COOPERATIVA NTRA.SRA. DEL SOCORRO";1.31666666666667;NA;1.369;-Inf;1.286;Inf
"Argamasilla de Calatrava";TRUE;"GASOLEOSJUCO";1.31666666666667;NA;1.369;-Inf;1.286;Inf
"Arganda del Rey";FALSE;"CEPSA";1.4305;NA;1.432;-Inf;1.429;Inf
"Arganda del Rey";FALSE;"REPSOL";1.4305;NA;1.432;-Inf;1.429;Inf
"Arganda del Rey";FALSE;"REPSOL";1.4305;NA;1.432;-Inf;1.429;Inf
"Arganda del Rey";FALSE;"REPSOL";1.4305;NA;1.432;-Inf;1.429;Inf
"Arganda del Rey";TRUE;"PLENOIL";1.3415;NA;1.429;-Inf;1.299;Inf
"Arganda del Rey";TRUE;"PETROPRIX";1.3415;NA;1.429;-Inf;1.299;Inf
"Arganda del Rey";TRUE;"BALLENOIL";1.3415;NA;1.429;-Inf;1.299;Inf
"Arganda del Rey";TRUE;"DELFIOIL";1.3415;NA;1.429;-Inf;1.299;Inf
"Arganda del Rey";TRUE;"BP LA ARGANDEÑA";1.3415;NA;1.429;-Inf;1.299;Inf
"Arganda del Rey";TRUE;"BP ARGANDA";1.3415;NA;1.429;-Inf;1.299;Inf
"Arganda del Rey";TRUE;"ATENOIL";1.3415;NA;1.429;-Inf;1.299;Inf
"Arganda del Rey";TRUE;"BALLENOIL";1.3415;NA;1.429;-Inf;1.299;Inf
"Argentona";TRUE;"PETROCAT";1.449;NA;1.449;-Inf;1.449;Inf
"Argés";FALSE;"REPSOL";1.369;NA;1.369;-Inf;1.369;Inf
"Argés";TRUE;"CARBURANTES ARGÉS, S.L.";1.309;NA;1.309;-Inf;1.309;Inf
"Arguedas";TRUE;"AN ENERGETICOS";1.314;NA;1.329;-Inf;1.299;Inf
"Arguedas";TRUE;"E.S.LA RECTA";1.314;NA;1.329;-Inf;1.299;Inf
"Arguedas";TRUE;"S.COOP. SAN ESTEBAN";1.314;NA;1.329;-Inf;1.299;Inf
"Arico";FALSE;"REPSOL";1.08733333333333;NA;1.094;-Inf;1.079;Inf
"Arico";FALSE;"REPSOL";1.08733333333333;NA;1.094;-Inf;1.079;Inf
"Arico";FALSE;"CEPSA";1.08733333333333;NA;1.094;-Inf;1.079;Inf
"Arico";TRUE;"DISA";1.0915;NA;1.094;-Inf;1.089;Inf
"Arico";TRUE;"PCAN";1.0915;NA;1.094;-Inf;1.089;Inf
"Ariza";FALSE;"CEPSA";1.379;1.574;1.379;1.574;1.379;1.574
"Ariza";FALSE;"CEPSA";1.379;1.574;1.379;1.574;1.379;1.574
"Arjona";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Arjonilla";TRUE;"POZONUEVO";1.292;NA;1.369;-Inf;1.215;Inf
"Arjonilla";TRUE;"COOPERATIVA SAN ROQUE S.C.A.";1.292;NA;1.369;-Inf;1.215;Inf
"Armilla";FALSE;"GALP";1.369;1.579;1.389;1.579;1.349;1.579
"Armilla";FALSE;"SHELL";1.369;1.579;1.389;1.579;1.349;1.579
"Armilla";FALSE;"CEPSA";1.369;1.579;1.389;1.579;1.349;1.579
"Armilla";TRUE;"GRANASOL SAN PABLO";1.2454;NA;1.279;-Inf;1.207;Inf
"Armilla";TRUE;"ASC CARBURANTES";1.2454;NA;1.279;-Inf;1.207;Inf
"Armilla";TRUE;"Q8";1.2454;NA;1.279;-Inf;1.207;Inf
"Armilla";TRUE;"ASC CARBURANTES";1.2454;NA;1.279;-Inf;1.207;Inf
"Armilla";TRUE;"PLENOIL";1.2454;NA;1.279;-Inf;1.207;Inf
"Arnedo";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Arnedo";TRUE;"CARMINA LOW COST";1.345;NA;1.345;-Inf;1.345;Inf
"Arnuero";FALSE;"CAMPSA";1.419;NA;1.419;-Inf;1.419;Inf
"Arnuero";TRUE;"E.S. CARBURANTES DE ARNUERO S.L.";1.409;NA;1.409;-Inf;1.409;Inf
"Aroche";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Arona";FALSE;"REPSOL";1.1148;NA;1.134;-Inf;1.099;Inf
"Arona";FALSE;"REPSOL";1.1148;NA;1.134;-Inf;1.099;Inf
"Arona";FALSE;"CEPSA";1.1148;NA;1.134;-Inf;1.099;Inf
"Arona";FALSE;"CEPSA";1.1148;NA;1.134;-Inf;1.099;Inf
"Arona";FALSE;"BP";1.1148;NA;1.134;-Inf;1.099;Inf
"Arona";TRUE;"BP TEN BEL";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"SHELL ARONA";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"BP GUAZA";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"TGAS LAS GALLETAS";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"TGAS ARONA";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"CEPSA LLANO AZUL";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"DISA";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"BP CABO BLANCO";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"BP LAS AMERICAS";1.1076;NA;1.134;-Inf;1.087;Inf
"Arona";TRUE;"CEPSA COSTA DEL SILENCIO";1.1076;NA;1.134;-Inf;1.087;Inf
"Arquillos";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Arraia-Maeztu";TRUE;"(SIN RÓTULO)";1.145;NA;1.145;-Inf;1.145;Inf
"Arrasate/Mondragón";FALSE;"REPSOL";1.4015;NA;1.449;-Inf;1.354;Inf
"Arrasate/Mondragón";FALSE;"GALP";1.4015;NA;1.449;-Inf;1.354;Inf
"Arrasate/Mondragón";TRUE;"EROSKI";1.40066666666667;NA;1.439;-Inf;1.374;Inf
"Arrasate/Mondragón";TRUE;"PETRONOR";1.40066666666667;NA;1.439;-Inf;1.374;Inf
"Arrasate/Mondragón";TRUE;"AVIA";1.40066666666667;NA;1.439;-Inf;1.374;Inf
"Arrazua-Ubarrundia";TRUE;"AVIA";1.439;NA;1.439;-Inf;1.439;Inf
"Arrecife";FALSE;"REPSOL";1.15666666666667;NA;1.159;-Inf;1.153;Inf
"Arrecife";FALSE;"BP";1.15666666666667;NA;1.159;-Inf;1.153;Inf
"Arrecife";FALSE;"CEPSA";1.15666666666667;NA;1.159;-Inf;1.153;Inf
"Arrecife";FALSE;"CEPSA";1.15666666666667;NA;1.159;-Inf;1.153;Inf
"Arrecife";FALSE;"CEPSA";1.15666666666667;NA;1.159;-Inf;1.153;Inf
"Arrecife";FALSE;"REPSOL";1.15666666666667;NA;1.159;-Inf;1.153;Inf
"Arrecife";TRUE;"SHELL ARRECIFE I";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"DISA LOS MARMOLES";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"DISA NUEVA AEROPUERTO";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"DISA CIRCUNVALACION II";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"DISA CIRCUNVALACION I";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"DISA";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"DISA ARRECIFE";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"SHELL ARRECIFE II";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"SHELL FLICK LANZAROTE";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"DISA VALTERRA";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arrecife";TRUE;"DISA AEROPUERTO";1.15663636363636;NA;1.162;-Inf;1.153;Inf
"Arriate";TRUE;"AGLA ARRIATE";1.369;NA;1.369;-Inf;1.369;Inf
"Arrigorriaga";TRUE;"PETRONOR";1.444;1.619;1.469;1.619;1.419;1.619
"Arrigorriaga";TRUE;"AVIA AJARTE";1.444;1.619;1.469;1.619;1.419;1.619
"Arróniz";TRUE;"AN ENERGÉTICOS EZKIBEL";1.299;NA;1.299;-Inf;1.299;Inf
"Arroyo de la Encomienda";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Arroyo de la Luz";FALSE;"CEPSA";1.355;NA;1.355;-Inf;1.355;Inf
"Arroyo de San Serván";FALSE;"REPSOL";1.459;NA;1.459;-Inf;1.459;Inf
"Arroyo del Ojanco";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Arroyomolinos";FALSE;"REPSOL";1.409;NA;1.429;-Inf;1.389;Inf
"Arroyomolinos";FALSE;"REPSOL";1.409;NA;1.429;-Inf;1.389;Inf
"Arroyomolinos";TRUE;"COOPERATIVA SAN SEBASTIAN";1.349;NA;1.349;-Inf;1.349;Inf
"Arroyomolinos";TRUE;"BALLENOIL";1.349;NA;1.349;-Inf;1.349;Inf
"Artà";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Artà";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Artà";TRUE;"PETRONOR";1.439;NA;1.439;-Inf;1.439;Inf
"Artajona";TRUE;"AN ENERGETICOS ARTAJONA";1.3095;NA;1.329;-Inf;1.29;Inf
"Artajona";TRUE;"E.E.S.S  NTRA. SRA. JERUSALEN S.L";1.3095;NA;1.329;-Inf;1.29;Inf
"Artana";TRUE;"EST.SER. ARTANA S.L.";1.359;NA;1.359;-Inf;1.359;Inf
"Artea";TRUE;"ARTEA OIL , S.A.";1.439;NA;1.439;-Inf;1.439;Inf
"Arteixo";FALSE;"REPSOL";1.41066666666667;NA;1.419;-Inf;1.399;Inf
"Arteixo";FALSE;"REPSOL";1.41066666666667;NA;1.419;-Inf;1.399;Inf
"Arteixo";FALSE;"REPSOL";1.41066666666667;NA;1.419;-Inf;1.399;Inf
"Arteixo";FALSE;"REPSOL";1.41066666666667;NA;1.419;-Inf;1.399;Inf
"Arteixo";FALSE;"REPSOL";1.41066666666667;NA;1.419;-Inf;1.399;Inf
"Arteixo";FALSE;"REPSOL";1.41066666666667;NA;1.419;-Inf;1.399;Inf
"Arteixo";TRUE;"E.S GASOEXPRESS";1.344;NA;1.389;-Inf;1.299;Inf
"Arteixo";TRUE;"E.S. LA HERMIDA";1.344;NA;1.389;-Inf;1.299;Inf
"Artenara";TRUE;"(SIN RÓTULO)";1.099;NA;1.099;-Inf;1.099;Inf
"Artés";TRUE;"MEROIL";1.299;NA;1.299;-Inf;1.299;Inf
"Artesa de Lleida";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Artesa de Segre";TRUE;"FARRE OIL";1.329;NA;1.399;-Inf;1.259;Inf
"Artesa de Segre";TRUE;"COOPSERVICE D'ARTESA";1.329;NA;1.399;-Inf;1.259;Inf
"Artziniega";TRUE;"AVIA";1.415;NA;1.415;-Inf;1.415;Inf
"Arucas";FALSE;"CEPSA";1.089;NA;1.089;-Inf;1.089;Inf
"Arucas";TRUE;"SHELL NUEVA ARUCAS";1.096125;NA;1.109;-Inf;1.079;Inf
"Arucas";TRUE;"BP LAS VEGAS";1.096125;NA;1.109;-Inf;1.079;Inf
"Arucas";TRUE;"E.S. SHELL AUTOVÍA  ARUCAS";1.096125;NA;1.109;-Inf;1.079;Inf
"Arucas";TRUE;"DISA ARUCAS";1.096125;NA;1.109;-Inf;1.079;Inf
"Arucas";TRUE;"CEPSA LOS PORTALES (TEXACO)";1.096125;NA;1.109;-Inf;1.079;Inf
"Arucas";TRUE;"BP CRUCE SANTIDAD-ARUCAS";1.096125;NA;1.109;-Inf;1.079;Inf
"Arucas";TRUE;"CEPSA OPER CANARIOS  S,L.";1.096125;NA;1.109;-Inf;1.079;Inf
"Arucas";TRUE;"DISA BAÑADEROS";1.096125;NA;1.109;-Inf;1.079;Inf
"Arzúa";FALSE;"REPSOL";1.399;NA;1.409;-Inf;1.389;Inf
"Arzúa";FALSE;"REPSOL";1.399;NA;1.409;-Inf;1.389;Inf
"Arzúa";TRUE;"E.S.TEIRABOA";1.409;NA;1.409;-Inf;1.409;Inf
"Aspa";TRUE;"COOP.ASPA";1.25;NA;1.25;-Inf;1.25;Inf
"Asparrena";FALSE;"CEPSA";1.349;NA;1.349;-Inf;1.349;Inf
"Asparrena";TRUE;"ADS";1.417;NA;1.417;-Inf;1.417;Inf
"Aspe";FALSE;"REPSOL";1.35566666666667;NA;1.389;-Inf;1.309;Inf
"Aspe";FALSE;"BP";1.35566666666667;NA;1.389;-Inf;1.309;Inf
"Aspe";FALSE;"GALP";1.35566666666667;NA;1.389;-Inf;1.309;Inf
"Aspe";TRUE;"CONFORT AUTO";1.3286;NA;1.375;-Inf;1.267;Inf
"Aspe";TRUE;"CEPSA ESPAÑA S.A.";1.3286;NA;1.375;-Inf;1.267;Inf
"Aspe";TRUE;"LEVANTINA";1.3286;NA;1.375;-Inf;1.267;Inf
"Aspe";TRUE;"PLENOIL";1.3286;NA;1.375;-Inf;1.267;Inf
"Aspe";TRUE;"QFS";1.3286;NA;1.375;-Inf;1.267;Inf
"Astigarraga";TRUE;"AVIA";1.384;NA;1.449;-Inf;1.319;Inf
"Astigarraga";TRUE;"FUEL TRUCK";1.384;NA;1.449;-Inf;1.319;Inf
"Astillero (El)";FALSE;"GALP";1.385;NA;1.385;-Inf;1.385;Inf
"Astillero (El)";TRUE;"G2";1.34433333333333;NA;1.385;-Inf;1.309;Inf
"Astillero (El)";TRUE;"AREA DE SERVICIO LA PALMERA";1.34433333333333;NA;1.385;-Inf;1.309;Inf
"Astillero (El)";TRUE;"COBO";1.34433333333333;NA;1.385;-Inf;1.309;Inf
"Astorga";FALSE;"CEPSA";1.449;1.569;1.459;1.569;1.439;1.569
"Astorga";FALSE;"REPSOL";1.449;1.569;1.459;1.569;1.439;1.569
"Astorga";TRUE;"PETROAS";1.349;NA;1.349;-Inf;1.349;Inf
"Atalaya del Cañavate";FALSE;"REPSOL";1.439;NA;1.439;-Inf;1.439;Inf
"Ataquines";FALSE;"REPSOL";1.388;NA;1.388;-Inf;1.388;Inf
"Ataquines";TRUE;"SAN AGUSTIN";1.289;NA;1.289;-Inf;1.289;Inf
"Atarfe";FALSE;"CEPSA";1.372;1.568;1.385;1.568;1.359;1.568
"Atarfe";FALSE;"SHELL";1.372;1.568;1.385;1.568;1.359;1.568
"Atarfe";TRUE;"ASC CARBURANTES";1.2776;NA;1.278;-Inf;1.276;Inf
"Atarfe";TRUE;"E.S. EL MOLINO ATARFE I";1.2776;NA;1.278;-Inf;1.276;Inf
"Atarfe";TRUE;"E.S. PETRONACHIL - LOS ALAMOS";1.2776;NA;1.278;-Inf;1.276;Inf
"Atarfe";TRUE;"ASC CARBURANTES";1.2776;NA;1.278;-Inf;1.276;Inf
"Atarfe";TRUE;"E.S. EL MOLINO ATARFE DOS";1.2776;NA;1.278;-Inf;1.276;Inf
"Ataun";TRUE;"AVIA";1.429;NA;1.429;-Inf;1.429;Inf
"Ateca";TRUE;"ARENTO";1.369;NA;1.369;-Inf;1.369;Inf
"Atienza";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Atzeneta del Maestrat";TRUE;"COOPERATIVA ATZENETA";1.379;NA;1.379;-Inf;1.379;Inf
"Autol";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Autol";TRUE;"AN ENERGETICOS";1.319;NA;1.319;-Inf;1.319;Inf
"Ávila";FALSE;"REPSOL";1.414;1.596;1.439;1.603;1.339;1.589
"Ávila";FALSE;"GALP";1.414;1.596;1.439;1.603;1.339;1.589
"Ávila";FALSE;"CEPSA";1.414;1.596;1.439;1.603;1.339;1.589
"Ávila";FALSE;"SHELL";1.414;1.596;1.439;1.603;1.339;1.589
"Ávila";FALSE;"CAMPSA";1.414;1.596;1.439;1.603;1.339;1.589
"Ávila";FALSE;"CEPSA";1.414;1.596;1.439;1.603;1.339;1.589
"Ávila";FALSE;"CEPSA";1.414;1.596;1.439;1.603;1.339;1.589
"Ávila";FALSE;"REPSOL";1.414;1.596;1.439;1.603;1.339;1.589
"Ávila";TRUE;"BALLENOIL";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"ALCAMPO";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"BP CUATRO POSTES";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"CARREFOUR";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"DST POL HERVENCIAS";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"PETROPRIX";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"PETROPRIX";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"REPOSTAR";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"BP - AVILA";1.338;NA;1.429;-Inf;1.279;Inf
"Ávila";TRUE;"PLENOIL";1.338;NA;1.429;-Inf;1.279;Inf
"Avilés";FALSE;"SHELL";1.3965;1.588;1.409;1.588;1.389;1.588
"Avilés";FALSE;"SHELL";1.3965;1.588;1.409;1.588;1.389;1.588
"Avilés";FALSE;"SHELL";1.3965;1.588;1.409;1.588;1.389;1.588
"Avilés";FALSE;"REPSOL";1.3965;1.588;1.409;1.588;1.389;1.588
"Avilés";FALSE;"CEPSA";1.3965;1.588;1.409;1.588;1.389;1.588
"Avilés";FALSE;"REPSOL";1.3965;1.588;1.409;1.588;1.389;1.588
"Avilés";FALSE;"REPSOL";1.3965;1.588;1.409;1.588;1.389;1.588
"Avilés";FALSE;"REPSOL";1.3965;1.588;1.409;1.588;1.389;1.588
"Avilés";TRUE;"LOS CANAPES";1.30314285714286;1.5765;1.389;1.589;1.247;1.564
"Avilés";TRUE;"LA RÍA";1.30314285714286;1.5765;1.389;1.589;1.247;1.564
"Avilés";TRUE;"PETROPRIX AVILES";1.30314285714286;1.5765;1.389;1.589;1.247;1.564
"Avilés";TRUE;"PLENOIL";1.30314285714286;1.5765;1.389;1.589;1.247;1.564
"Avilés";TRUE;"AVIA";1.30314285714286;1.5765;1.389;1.589;1.247;1.564
"Avilés";TRUE;"ZEPXA ECO";1.30314285714286;1.5765;1.389;1.589;1.247;1.564
"Avilés";TRUE;"BALLENOIL";1.30314285714286;1.5765;1.389;1.589;1.247;1.564
"Avinyó";TRUE;"E.S.  AVINYÓ   -CEPSA-";1.399;1.609;1.399;1.609;1.399;1.609
"Avinyonet de Puigventós";TRUE;"E.S.AVINYONET";1.299;NA;1.299;-Inf;1.299;Inf
"Avión";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Ayamonte";FALSE;"BP";1.359;NA;1.379;-Inf;1.334;Inf
"Ayamonte";FALSE;"GALP";1.359;NA;1.379;-Inf;1.334;Inf
"Ayamonte";FALSE;"CEPSA";1.359;NA;1.379;-Inf;1.334;Inf
"Ayamonte";TRUE;"Q8";1.3765;NA;1.399;-Inf;1.354;Inf
"Ayamonte";TRUE;"Q8";1.3765;NA;1.399;-Inf;1.354;Inf
"Ayamonte";TRUE;"Q8";1.3765;NA;1.399;-Inf;1.354;Inf
"Ayamonte";TRUE;"BTP";1.3765;NA;1.399;-Inf;1.354;Inf
"Ayerbe";TRUE;"LABOIL, S.L.";1.369;NA;1.369;-Inf;1.369;Inf
"Ayllón";TRUE;"BUQUERIN";1.359;NA;1.359;-Inf;1.359;Inf
"Ayora";FALSE;"REPSOL";1.365;NA;1.365;-Inf;1.365;Inf
"Ayora";TRUE;"CARBURANTES Y SERVICIOS AYORA SL";1.253;NA;1.259;-Inf;1.247;Inf
"Ayora";TRUE;"LA AYORENSE CARBURANTES";1.253;NA;1.259;-Inf;1.247;Inf
"Azagra";TRUE;"AN ENERGETICOS AZAGRA";1.319;NA;1.319;-Inf;1.319;Inf
"Azagra";TRUE;"BODEGAS SAN GREGORIO S.COOP.";1.319;NA;1.319;-Inf;1.319;Inf
"Azkoitia";TRUE;"EROSKI";1.419;NA;1.429;-Inf;1.409;Inf
"Azkoitia";TRUE;"AVIA";1.419;NA;1.429;-Inf;1.409;Inf
"Aznalcázar";FALSE;"BP";1.389;NA;1.389;-Inf;1.389;Inf
"Aznalcázar";TRUE;"AGLA AZNALCAZAR";1.339;NA;1.339;-Inf;1.339;Inf
"Aznalcóllar";FALSE;"CEPSA";1.379;NA;1.379;-Inf;1.379;Inf
"Azpeitia";TRUE;"GUREAK";1.41233333333333;NA;1.429;-Inf;1.389;Inf
"Azpeitia";TRUE;"AVIA";1.41233333333333;NA;1.429;-Inf;1.389;Inf
"Azpeitia";TRUE;"URKIDE";1.41233333333333;NA;1.429;-Inf;1.389;Inf
"Azuaga";FALSE;"REPSOL";1.459;NA;1.459;-Inf;1.459;Inf
"Azuaga";TRUE;"BURBUJAS";1.374;NA;1.379;-Inf;1.369;Inf
"Azuaga";TRUE;"SEA";1.374;NA;1.379;-Inf;1.369;Inf
"Azuara";FALSE;"CEPSA";1.369;NA;1.369;-Inf;1.369;Inf
"Azuqueca de Henares";FALSE;"REPSOL";1.41433333333333;1.583;1.429;1.583;1.395;1.583
"Azuqueca de Henares";FALSE;"REPSOL";1.41433333333333;1.583;1.429;1.583;1.395;1.583
"Azuqueca de Henares";FALSE;"CEPSA";1.41433333333333;1.583;1.429;1.583;1.395;1.583
"Azuqueca de Henares";FALSE;"CEPSA";1.41433333333333;1.583;1.429;1.583;1.395;1.583
"Azuqueca de Henares";FALSE;"SHELL";1.41433333333333;1.583;1.429;1.583;1.395;1.583
"Azuqueca de Henares";FALSE;"SHELL";1.41433333333333;1.583;1.429;1.583;1.395;1.583
"Azuqueca de Henares";TRUE;"FAMILY ENERGY";1.299;NA;1.299;-Inf;1.299;Inf
"Badajoz";FALSE;"GALP";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"SHELL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"CEPSA";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"GALP";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"GALP";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"REPSOL";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";FALSE;"CEPSA";1.4200625;1.563;1.519;1.563;1.319;1.563
"Badajoz";TRUE;"DERBY";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"OCHO AREAS DE SERVICIO";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"OCHO ÁREAS DE SERVICIO";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"DST";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"AREA SAN MARTIN";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"DST";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"IDS";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"BALLENOIL";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"ADS";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"CARREFOUR";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"\"BP\" ROTONDA LAS VAGUADAS S.L.";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"BP SANCHA BRAVA";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"ROCK & OIL";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"CARREFOUR";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"PETROMODE";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"S. COOP. AGRICOLA DE COLONOS DE NOVELDA";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"SAN VALERIANO EXTREMEÑO SCL";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"TALANTENA";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"IBERDOEX";1.32275;NA;1.454;-Inf;1.139;Inf
"Badajoz";TRUE;"BALLENOIL";1.32275;NA;1.454;-Inf;1.139;Inf
"Badalona";FALSE;"REPSOL";1.42225;1.629;1.449;1.629;1.365;1.629
"Badalona";FALSE;"REPSOL";1.42225;1.629;1.449;1.629;1.365;1.629
"Badalona";FALSE;"BP";1.42225;1.629;1.449;1.629;1.365;1.629
"Badalona";FALSE;"CEPSA";1.42225;1.629;1.449;1.629;1.365;1.629
"Badalona";FALSE;"REPSOL";1.42225;1.629;1.449;1.629;1.365;1.629
"Badalona";FALSE;"SHELL";1.42225;1.629;1.449;1.629;1.365;1.629
"Badalona";FALSE;"REPSOL";1.42225;1.629;1.449;1.629;1.365;1.629
"Badalona";FALSE;"REPSOL";1.42225;1.629;1.449;1.629;1.365;1.629
"Badalona";TRUE;"EVOLUTION";1.33244444444444;NA;1.429;-Inf;1.184;Inf
"Badalona";TRUE;"FITOGAS";1.33244444444444;NA;1.429;-Inf;1.184;Inf
"Badalona";TRUE;"LOWCOSTFUEL";1.33244444444444;NA;1.429;-Inf;1.184;Inf
